Field Id,Field name,Rule,Rule type,Action,Rule note,Message,Message,Condition (if present):,Description
lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.countryCode,Country,122351,Format,Reject,,Invalid format.,362,Conductor / On behalf of / Entity,"Reject this report if the user provided text that is not between 2 and 2 characters, containing only alpha characters.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.countryCode,Country,122352,Content,Reject,,The value entered is not in FINTRAC's list of values for the field.,300,Conductor / On behalf of / Entity,"Reject this report if the user provided a value not in the list:
	 - All ISO Countries
"
lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.district,District,122270,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / On behalf of / Entity,"Reject this report if the user provided a value and any of lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.unstructured are not empty.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.district,District,122271,Format,Reject,,Invalid format.,362,Conductor / On behalf of / Entity,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.postalZipCode,Postal or zip code,122311,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / On behalf of / Entity,"Reject this report if the user provided a value and any of lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.unstructured are not empty.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.postalZipCode,Postal or zip code,122310,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / On behalf of / Entity,"Send a warning if the user did not provide a value and lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.unstructured is blank and lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.countryCode is one of Canada (CA), United States (US).
"
lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.postalZipCode,Postal or zip code,122312,Format,Reject,,Invalid format.,362,Conductor / On behalf of / Entity,"Reject this report if the user provided text that is not between 1 and 20 characters.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.postalZipCode,Postal or zip code,122313,Content,Reject,,The value entered for this field is not a valid format for a Postal Code / Zip Code.,363,Conductor / On behalf of / Entity,"Reject this report if the postal code provided is not a valid Canadian postal code OR if the ZIP code provided is not a valid US ZIP code OR if the postal code provided is not alphanumeric for countries entered in lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.countryCode other than Canada and the United States.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.provinceStateCode,Province or state code,122280,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / On behalf of / Entity,"Reject this report if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is 'true' and lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.addressTypeCode is Structured address (1) and lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.countryCode is one of Canada (CA), United States (US), Mexico (MX).
"
lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.provinceStateCode,Province or state code,122281,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / On behalf of / Entity,"Reject this report if the user provided a value and any of lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.unstructured are not empty.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.provinceStateCode,Province or state code,122282,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / On behalf of / Entity,"Reject this report if the user provided a value and lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.countryCode is not in CA, US, MX.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.provinceStateCode,Province or state code,122283,Format,Reject,,Invalid format.,362,Conductor / On behalf of / Entity,"Reject this report if the user provided text that is not between 2 and 2 characters, containing only alpha characters.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.provinceStateCode,Province or state code,122284,Content,Reject,,The value entered is not in FINTRAC's list of values for the field.,300,Conductor / On behalf of / Entity,"Reject this report if the province/state code does not correspond with the country provided OR is not a valid Canadian, US or Mexican province/state code given the country lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.countryCode.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.provinceStateName,Province or state name,122290,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / On behalf of / Entity,"Reject this report if the user provided a value and any of lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.unstructured are not empty.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.provinceStateName,Province or state name,122291,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / On behalf of / Entity,"Reject this report if the user provided a value and lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.countryCode is in CA, US, MX.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.provinceStateName,Province or state name,122292,Format,Reject,,Invalid format.,362,Conductor / On behalf of / Entity,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.streetAddress,Street address,122330,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / On behalf of / Entity,"Reject this report if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is true and lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.addressTypeCode is 1.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.streetAddress,Street address,122331,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / On behalf of / Entity,"Reject this report if the user provided a value and any of lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.unstructured are not empty.
"
